2024-01-01 00:00:00+00:00,25.369667
2024-01-01 03:00:00+00:00,24.419668
2024-01-01 06:00:00+00:00,25.486334
2024-01-01 09:00:00+00:00,29.536333
2024-01-01 12:00:00+00:00,30.569666
2024-01-01 15:00:00+00:00,28.186333
2024-01-01 18:00:00+00:00,26.803
2024-01-01 21:00:00+00:00,26.586334
2024-01-02 00:00:00+00:00,25.469666
2024-01-02 03:00:00+00:00,24.436333
2024-01-02 06:00:00+00:00,25.669668
2024-01-02 09:00:00+00:00,29.919668
2024-01-02 12:00:00+00:00,29.602999
2024-01-02 15:00:00+00:00,27.919668
2024-01-02 18:00:00+00:00,26.436333
2024-01-02 21:00:00+00:00,25.419668
2024-01-03 00:00:00+00:00,24.436333
2024-01-03 03:00:00+00:00,23.553
2024-01-03 06:00:00+00:00,25.119667
2024-01-03 09:00:00+00:00,29.469666
2024-01-03 12:00:00+00:00,30.253
2024-01-03 15:00:00+00:00,28.453001
2024-01-03 18:00:00+00:00,26.786333
2024-01-03 21:00:00+00:00,26.153
2024-01-04 00:00:00+00:00,25.403
2024-01-04 03:00:00+00:00,24.636332
2024-01-04 06:00:00+00:00,25.786333
2024-01-04 09:00:00+00:00,30.069666
2024-01-04 12:00:00+00:00,30.269667
2024-01-04 15:00:00+00:00,28.036333
2024-01-04 18:00:00+00:00,26.436335
2024-01-04 21:00:00+00:00,25.653
2024-01-05 00:00:00+00:00,24.869667
2024-01-05 03:00:00+00:00,24.069666
2024-01-05 06:00:00+00:00,25.603003
2024-01-05 09:00:00+00:00,29.836334
2024-01-05 12:00:00+00:00,31.136335
2024-01-05 15:00:00+00:00,28.919668
2024-01-05 18:00:00+00:00,26.869667
2024-01-05 21:00:00+00:00,26.003
2024-01-06 00:00:00+00:00,24.819666
2024-01-06 03:00:00+00:00,24.203001
2024-01-06 06:00:00+00:00,25.736334
2024-01-06 09:00:00+00:00,29.636335
2024-01-06 12:00:00+00:00,30.603003
2024-01-06 15:00:00+00:00,28.619667
2024-01-06 18:00:00+00:00,26.669668
2024-01-06 21:00:00+00:00,25.686333
2024-01-07 00:00:00+00:00,24.536333
2024-01-07 03:00:00+00:00,23.486334
2024-01-07 06:00:00+00:00,25.286333
2024-01-07 09:00:00+00:00,30.869665
2024-01-07 12:00:00+00:00,32.052998
2024-01-07 15:00:00+00:00,29.219667
